gender,body_type,occasion,weather,style,top_color,bottom_color
female,oval,sports,rainy,sporty,silver,grey
male,mesomorph,date,spring,chic,peach,lightblue
male,mesomorph,travel,spring,casual,white,black
male,mesomorph,travel,spring,casual,beige,lightblue
male,oval,interview,autumn,minimal,navy,black
male,endomorph,travel,rainy,bohemian,brown,lightblue
female,inverted_triangle,formal,rainy,traditional,lightblue,grey
female,triangle,sports,autumn,sporty,navy,black
female,inverted_triangle,date,winter,vintage,black,charcoal
male,endomorph,party,winter,chic,black,black
male,trapezoid,sports,summer,sporty,gold,grey
female,triangle,casual,autumn,street,darkgreen,khaki
female,oval,sports,autumn,sporty,white,grey
male,oval,date,autumn,chic,charcoal,black
male,trapezoid,date,summer,minimal,beige,lightblue
female,inverted_triangle,casual,spring,casual,beige,black
male,oval,date,summer,casual,pink,black
female,pear,formal,autumn,traditional,white,navy
male,mesomorph,interview,autumn,business,white,navy
male,oval,party,summer,street,maroon,blue
male,mesomorph,casual,rainy,vintage,navy,lightblue
female,inverted_triangle,interview,rainy,minimal,white,navy
female,inverted_triangle,travel,autumn,casual,cream,khaki
female,oval,casual,summer,casual,black,grey
female,oval,date,summer,vintage,mint,khaki
male,oval,party,summer,chic,navy,black
female,apple,formal,autumn,traditional,white,black
male,trapezoid,sports,rainy,sporty,purple,black
male,trapezoid,date,winter,chic,mustard,grey
female,pear,travel,autumn,bohemian,mustard,blue
female,inverted_triangle,party,spring,street,red,beige
male,ectomorph,casual,winter,street,rust,khaki
female,pear,formal,autumn,business,charcoal,charcoal
female,hourglass,casual,winter,minimal,white,cream
female,rectangle,sports,rainy,sporty,beige,black
female,rectangle,casual,winter,minimal,grey,blue
male,trapezoid,formal,summer,formal,cream,navy
male,trapezoid,sports,autumn,sporty,cream,grey
male,ectomorph,sports,winter,sporty,pink,black
female,pear,travel,spring,minimal,grey,khaki
male,mesomorph,party,winter,chic,maroon,black
female,oval,party,spring,vintage,teal,black
female,pear,interview,spring,formal,white,black
male,endomorph,interview,autumn,minimal,white,grey
female,rectangle,formal,summer,formal,white,black
female,apple,date,summer,casual,cream,black
female,rectangle,casual,autumn,casual,maroon,grey
female,pear,formal,spring,formal,white,navy
female,rectangle,sports,spring,sporty,navy,black
male,ectomorph,interview,winter,formal,cream,black
female,rectangle,formal,spring,traditional,grey,black
male,mesomorph,formal,winter,business,beige,black
male,mesomorph,interview,autumn,business,white,navy
male,ectomorph,travel,winter,sporty,maroon,blue
male,oval,sports,spring,sporty,white,black
female,apple,party,spring,chic,yellow,beige
female,pear,party,spring,glam,gold,black
female,apple,casual,autumn,casual,mustard,blue
male,ectomorph,sports,summer,sporty,silver,grey
male,mesomorph,party,winter,glam,white,grey
female,inverted_triangle,interview,rainy,formal,cream,navy
female,inverted_triangle,interview,winter,business,beige,grey
male,mesomorph,interview,rainy,business,charcoal,charcoal
female,apple,travel,winter,casual,grey,white
male,trapezoid,party,autumn,street,black,blue
female,hourglass,travel,summer,casual,teal,black
male,endomorph,casual,autumn,casual,beige,khaki
male,trapezoid,casual,rainy,street,maroon,lightblue
male,oval,sports,rainy,sporty,orange,black
male,mesomorph,date,winter,chic,navy,khaki
male,mesomorph,travel,winter,minimal,beige,black
male,mesomorph,date,summer,minimal,teal,lightblue
female,oval,interview,autumn,minimal,navy,black
female,apple,party,summer,chic,red,black
female,inverted_triangle,travel,winter,sporty,grey,black
female,triangle,party,summer,vintage,yellow,black
female,pear,travel,spring,minimal,silver,black
male,mesomorph,sports,spring,sporty,cream,black
female,apple,party,spring,vintage,silver,black
male,oval,date,autumn,chic,beige,black
male,oval,party,winter,vintage,maroon,blue
female,hourglass,sports,summer,sporty,orange,grey
female,hourglass,casual,winter,bohemian,navy,black
female,pear,formal,spring,business,navy,navy
female,hourglass,date,winter,romantic,darkgreen,khaki
male,ectomorph,date,rainy,casual,black,grey
female,hourglass,sports,autumn,sporty,navy,navy
female,rectangle,travel,winter,bohemian,cream,charcoal
female,pear,sports,winter,sporty,yellow,navy
male,mesomorph,sports,summer,sporty,pink,navy
female,apple,interview,summer,business,beige,grey
female,pear,interview,rainy,business,white,grey
male,endomorph,interview,rainy,minimal,white,grey
male,oval,formal,winter,formal,grey,grey
male,ectomorph,casual,rainy,bohemian,rust,lightblue
male,endomorph,travel,rainy,sporty,beige,black
female,hourglass,date,spring,romantic,purple,grey
female,apple,party,rainy,street,red,white
female,hourglass,interview,spring,minimal,navy,black
male,endomorph,date,autumn,minimal,white,cream
female,oval,interview,rainy,formal,charcoal,charcoal
male,oval,travel,rainy,minimal,charcoal,black
female,rectangle,formal,rainy,traditional,beige,navy
female,rectangle,party,spring,chic,red,black
male,ectomorph,travel,summer,sporty,cream,lightblue
male,mesomorph,interview,autumn,minimal,grey,black
female,rectangle,date,summer,casual,gold,black
male,trapezoid,sports,rainy,sporty,orange,grey
female,apple,formal,rainy,business,white,black
female,oval,date,summer,casual,peach,khaki
male,mesomorph,formal,spring,formal,black,black
female,apple,date,autumn,minimal,black,lightblue
female,pear,sports,summer,sporty,grey,grey
female,triangle,date,autumn,romantic,navy,grey
male,endomorph,party,autumn,glam,navy,blue
male,endomorph,travel,autumn,casual,beige,khaki
female,hourglass,casual,winter,bohemian,darkgreen,black
female,pear,party,spring,street,red,black
female,oval,party,summer,glam,teal,white
male,ectomorph,formal,rainy,formal,white,grey
male,trapezoid,formal,winter,traditional,beige,grey
female,triangle,date,summer,minimal,yellow,white
female,oval,interview,spring,minimal,navy,black
female,rectangle,casual,winter,street,mustard,grey
female,triangle,travel,rainy,bohemian,brown,white
female,inverted_triangle,formal,winter,formal,white,charcoal
male,oval,interview,winter,minimal,navy,black
male,mesomorph,interview,autumn,formal,white,black
male,mesomorph,sports,winter,sporty,grey,grey
male,ectomorph,sports,autumn,sporty,white,black
female,pear,formal,summer,business,grey,grey
female,triangle,interview,summer,business,beige,black
female,hourglass,formal,autumn,formal,cream,black
male,ectomorph,interview,spring,formal,cream,black
male,endomorph,party,summer,chic,black,grey
female,oval,sports,autumn,sporty,gold,grey
female,inverted_triangle,date,summer,chic,orange,black
male,trapezoid,casual,summer,street,red,beige
female,triangle,sports,summer,sporty,navy,black
female,pear,formal,autumn,formal,white,grey
female,oval,interview,autumn,formal,charcoal,charcoal
female,pear,sports,spring,sporty,yellow,grey
male,ectomorph,sports,autumn,sporty,white,navy
female,pear,casual,rainy,vintage,rust,blue
male,mesomorph,interview,summer,formal,white,grey
male,mesomorph,sports,summer,sporty,black,grey
female,oval,date,rainy,casual,darkgreen,blue
female,oval,casual,rainy,casual,darkgreen,black
female,inverted_triangle,travel,autumn,minimal,black,blue
female,apple,interview,winter,minimal,white,navy
male,ectomorph,party,autumn,vintage,navy,blue
female,hourglass,travel,autumn,bohemian,grey,black
female,hourglass,travel,spring,casual,silver,black
female,inverted_triangle,party,summer,vintage,black,black
male,oval,interview,summer,business,white,grey
female,pear,interview,spring,business,charcoal,charcoal
female,apple,interview,autumn,formal,grey,grey
male,endomorph,sports,autumn,sporty,silver,black
female,triangle,casual,autumn,bohemian,maroon,blue
female,oval,sports,autumn,sporty,yellow,grey
female,hourglass,formal,summer,traditional,white,black
male,mesomorph,date,autumn,vintage,cream,black
male,ectomorph,interview,spring,business,beige,black
female,triangle,interview,winter,formal,white,navy
male,mesomorph,travel,rainy,minimal,charcoal,lightblue
male,ectomorph,interview,winter,formal,white,grey
male,ectomorph,party,rainy,vintage,maroon,black
female,pear,party,winter,chic,purple,black
female,rectangle,party,spring,traditional,red,black
female,oval,casual,rainy,street,charcoal,black
female,apple,date,autumn,minimal,charcoal,blue
male,trapezoid,sports,winter,sporty,navy,grey
female,oval,party,winter,vintage,silver,black
male,endomorph,date,rainy,minimal,black,black
female,apple,formal,spring,traditional,charcoal,black
female,triangle,travel,autumn,casual,grey,black
male,trapezoid,interview,winter,business,lightblue,black
female,hourglass,party,spring,vintage,silver,beige
female,oval,formal,winter,formal,charcoal,charcoal
male,trapezoid,formal,summer,traditional,cream,navy
female,inverted_triangle,date,rainy,romantic,maroon,blue
male,mesomorph,formal,autumn,traditional,beige,black
female,apple,travel,autumn,minimal,maroon,grey
male,ectomorph,sports,spring,sporty,silver,grey
male,endomorph,formal,summer,business,white,navy
female,hourglass,travel,winter,minimal,black,grey
male,mesomorph,travel,autumn,sporty,charcoal,grey
female,inverted_triangle,travel,autumn,sporty,brown,cream
female,pear,formal,winter,traditional,beige,grey
female,inverted_triangle,formal,rainy,traditional,cream,grey
female,oval,sports,winter,sporty,red,black
female,oval,sports,spring,sporty,purple,navy
female,triangle,sports,winter,sporty,navy,navy
male,ectomorph,interview,rainy,minimal,white,charcoal
female,hourglass,interview,spring,minimal,white,charcoal
male,mesomorph,interview,rainy,minimal,white,navy
female,rectangle,travel,winter,minimal,beige,lightblue
female,oval,date,spring,vintage,lavender,black
female,inverted_triangle,sports,spring,sporty,white,black
female,triangle,casual,winter,street,navy,white
male,endomorph,party,summer,vintage,white,blue
female,triangle,date,summer,vintage,beige,black
female,hourglass,sports,winter,sporty,orange,black
male,trapezoid,date,autumn,minimal,navy,black
female,hourglass,formal,spring,formal,black,black
female,triangle,date,spring,minimal,white,lightblue
male,mesomorph,formal,spring,formal,white,black
male,ectomorph,sports,winter,sporty,yellow,navy
female,inverted_triangle,travel,rainy,sporty,charcoal,charcoal
male,mesomorph,sports,autumn,sporty,gold,navy
female,rectangle,travel,summer,casual,gold,lightblue
male,mesomorph,sports,rainy,sporty,orange,grey
male,oval,party,summer,street,white,blue
male,ectomorph,interview,spring,minimal,lightblue,grey
male,trapezoid,formal,rainy,traditional,white,navy
female,rectangle,formal,summer,traditional,white,grey
male,ectomorph,formal,autumn,traditional,beige,grey
male,endomorph,sports,winter,sporty,red,black
female,triangle,interview,winter,minimal,cream,navy
female,oval,sports,spring,sporty,silver,navy
female,rectangle,date,rainy,minimal,grey,black
male,trapezoid,interview,rainy,minimal,charcoal,black
female,oval,casual,winter,casual,navy,khaki
male,trapezoid,travel,rainy,minimal,charcoal,navy
female,inverted_triangle,formal,rainy,formal,navy,navy
female,apple,sports,rainy,sporty,pink,black
male,trapezoid,date,spring,casual,teal,cream
female,oval,date,winter,chic,cream,beige
female,triangle,formal,spring,traditional,cream,black
female,hourglass,party,summer,street,red,beige
male,oval,date,spring,chic,pink,black
male,ectomorph,travel,summer,bohemian,yellow,grey
female,apple,party,winter,street,red,white
female,inverted_triangle,casual,winter,minimal,black,charcoal
female,pear,casual,rainy,street,maroon,khaki
male,ectomorph,sports,rainy,sporty,teal,navy
female,oval,travel,autumn,sporty,grey,khaki
female,rectangle,travel,autumn,casual,charcoal,black
male,ectomorph,casual,winter,minimal,brown,khaki
female,rectangle,casual,winter,minimal,navy,khaki
male,oval,interview,rainy,minimal,navy,black
male,ectomorph,interview,autumn,minimal,cream,grey
female,apple,travel,spring,sporty,gold,khaki
male,trapezoid,travel,summer,sporty,mint,grey
female,triangle,date,autumn,minimal,charcoal,white
female,pear,party,winter,traditional,yellow,white
male,ectomorph,travel,rainy,minimal,black,blue
male,endomorph,date,summer,casual,pink,black
male,oval,travel,rainy,minimal,charcoal,khaki
female,pear,formal,winter,business,lightblue,grey
male,oval,formal,spring,traditional,navy,black
male,oval,formal,autumn,traditional,lightblue,grey
female,inverted_triangle,party,autumn,street,gold,white
female,oval,date,rainy,minimal,mustard,grey
male,mesomorph,travel,winter,bohemian,black,beige
male,ectomorph,casual,winter,vintage,black,white
female,oval,formal,spring,traditional,charcoal,black
male,ectomorph,party,autumn,vintage,navy,blue
male,endomorph,date,spring,minimal,purple,grey
female,inverted_triangle,interview,spring,formal,lightblue,black
female,triangle,interview,rainy,business,white,navy
male,trapezoid,formal,autumn,formal,charcoal,charcoal
female,inverted_triangle,party,spring,street,silver,white
female,inverted_triangle,casual,winter,minimal,black,black
female,inverted_triangle,casual,spring,vintage,white,black
male,mesomorph,casual,winter,vintage,rust,blue
female,hourglass,casual,autumn,casual,navy,grey
female,pear,party,spring,traditional,teal,beige
male,ectomorph,formal,winter,formal,lightblue,grey
male,oval,interview,spring,business,white,navy
male,mesomorph,date,winter,vintage,navy,black
female,hourglass,travel,winter,casual,maroon,grey
female,pear,travel,rainy,minimal,beige,black
female,inverted_triangle,formal,autumn,formal,white,charcoal
female,rectangle,casual,spring,minimal,mint,black
male,mesomorph,date,winter,romantic,black,black
male,mesomorph,casual,rainy,casual,charcoal,grey
male,endomorph,travel,summer,sporty,purple,white
male,oval,travel,autumn,minimal,white,grey
female,apple,formal,rainy,business,black,black
male,mesomorph,party,winter,street,white,grey
male,oval,sports,spring,sporty,navy,grey
male,mesomorph,casual,summer,street,orange,khaki
male,endomorph,travel,rainy,bohemian,maroon,khaki
male,oval,sports,summer,sporty,silver,grey
female,triangle,party,winter,chic,silver,beige
male,trapezoid,sports,rainy,sporty,white,navy
male,mesomorph,formal,rainy,traditional,white,black
male,endomorph,casual,summer,bohemian,black,cream
male,trapezoid,travel,rainy,sporty,cream,navy
female,hourglass,casual,rainy,vintage,white,navy
female,rectangle,sports,autumn,sporty,teal,navy
male,ectomorph,date,autumn,vintage,brown,blue
female,pear,party,summer,chic,silver,white
male,ectomorph,date,autumn,vintage,rust,grey
female,apple,party,spring,chic,red,black
male,mesomorph,party,winter,glam,navy,black
male,ectomorph,party,spring,traditional,navy,blue
male,endomorph,travel,winter,casual,brown,black
male,mesomorph,sports,summer,sporty,grey,grey
female,hourglass,party,summer,glam,silver,white
male,endomorph,travel,spring,casual,grey,beige
female,triangle,travel,summer,minimal,navy,cream
male,oval,party,rainy,glam,white,blue
female,hourglass,travel,winter,minimal,charcoal,black
female,apple,formal,summer,traditional,grey,black
male,ectomorph,party,winter,chic,white,grey
male,ectomorph,date,autumn,romantic,mustard,grey
male,trapezoid,party,summer,street,navy,black
female,pear,sports,summer,sporty,gold,navy
female,triangle,formal,spring,business,white,black
female,oval,interview,autumn,business,charcoal,charcoal
female,rectangle,travel,autumn,casual,rust,khaki
female,oval,formal,spring,business,white,grey
male,trapezoid,party,spring,chic,white,black
male,oval,sports,rainy,sporty,pink,grey
male,oval,travel,winter,sporty,charcoal,black
female,rectangle,casual,rainy,minimal,charcoal,blue
male,ectomorph,sports,rainy,sporty,grey,navy
female,oval,party,rainy,street,orange,black
female,rectangle,interview,autumn,minimal,white,charcoal
female,hourglass,date,rainy,minimal,black,khaki
female,apple,formal,spring,traditional,white,grey
male,endomorph,casual,spring,casual,grey,lightblue
male,ectomorph,travel,spring,casual,mint,navy
male,oval,date,winter,vintage,white,charcoal
female,inverted_triangle,party,autumn,glam,purple,white
male,mesomorph,travel,spring,casual,navy,grey
male,endomorph,casual,winter,minimal,cream,charcoal
male,ectomorph,formal,summer,business,white,grey
male,oval,party,autumn,street,navy,grey
male,ectomorph,travel,summer,minimal,beige,black
male,trapezoid,date,winter,casual,beige,lightblue
female,rectangle,sports,autumn,sporty,charcoal,grey
male,endomorph,travel,spring,bohemian,purple,lightblue
male,ectomorph,travel,summer,bohemian,yellow,black
male,oval,sports,autumn,sporty,teal,grey
female,inverted_triangle,casual,rainy,bohemian,cream,black
male,ectomorph,date,summer,chic,orange,charcoal
female,oval,formal,autumn,business,beige,black
male,endomorph,sports,rainy,sporty,beige,grey
male,endomorph,sports,spring,sporty,purple,black
male,trapezoid,party,summer,street,white,blue
male,trapezoid,sports,winter,sporty,white,grey
female,hourglass,formal,summer,traditional,black,black
female,rectangle,party,spring,glam,yellow,black
female,hourglass,travel,summer,minimal,lightblue,khaki
female,pear,date,spring,vintage,silver,beige
male,trapezoid,interview,rainy,business,white,navy
male,ectomorph,interview,summer,formal,white,grey
female,oval,sports,rainy,sporty,cream,navy
male,oval,travel,winter,bohemian,brown,grey
female,triangle,interview,rainy,business,navy,navy
female,inverted_triangle,sports,spring,sporty,yellow,navy
female,oval,formal,winter,business,cream,black
male,trapezoid,date,rainy,minimal,darkgreen,black
female,apple,date,summer,chic,lightblue,navy
male,oval,date,summer,casual,lightblue,charcoal
male,mesomorph,sports,summer,sporty,purple,black
male,endomorph,casual,autumn,vintage,navy,black
female,inverted_triangle,date,autumn,casual,maroon,cream
female,oval,formal,winter,traditional,white,black
female,inverted_triangle,casual,autumn,bohemian,maroon,black
female,rectangle,casual,rainy,bohemian,grey,beige
male,ectomorph,party,spring,glam,white,grey
female,triangle,formal,winter,traditional,white,navy
male,endomorph,travel,summer,sporty,red,lightblue
female,apple,date,autumn,chic,black,charcoal
male,trapezoid,date,spring,romantic,lightblue,black
female,oval,travel,rainy,casual,darkgreen,beige
male,mesomorph,formal,rainy,formal,white,navy
female,triangle,date,rainy,vintage,black,grey
female,apple,formal,summer,formal,charcoal,charcoal
female,hourglass,sports,summer,sporty,pink,navy
female,hourglass,formal,autumn,business,grey,grey
male,ectomorph,travel,autumn,sporty,black,khaki
female,inverted_triangle,casual,winter,street,rust,black
female,oval,sports,winter,sporty,white,grey
female,apple,formal,autumn,formal,charcoal,charcoal
female,oval,sports,spring,sporty,charcoal,grey
male,mesomorph,casual,autumn,vintage,beige,black
female,rectangle,date,autumn,vintage,grey,black
male,endomorph,party,autumn,chic,navy,blue
male,oval,sports,spring,sporty,yellow,grey
male,trapezoid,interview,winter,formal,white,charcoal
female,apple,travel,winter,minimal,navy,black
female,oval,interview,spring,formal,beige,grey
female,apple,date,rainy,romantic,white,grey
female,oval,party,spring,traditional,red,beige
female,rectangle,sports,winter,sporty,navy,black
female,apple,sports,autumn,sporty,purple,navy
male,endomorph,sports,spring,sporty,white,grey
female,rectangle,casual,winter,street,brown,grey
female,rectangle,interview,spring,formal,white,charcoal
female,rectangle,interview,rainy,minimal,white,grey
male,endomorph,casual,summer,minimal,purple,black
female,apple,formal,winter,business,beige,navy
male,oval,date,spring,casual,gold,lightblue
female,rectangle,travel,summer,casual,charcoal,grey
male,mesomorph,travel,winter,casual,white,black
male,mesomorph,travel,autumn,casual,black,black
female,apple,date,autumn,casual,navy,black
female,oval,travel,spring,casual,white,black
female,pear,travel,winter,sporty,charcoal,charcoal
male,ectomorph,party,winter,chic,maroon,grey
female,rectangle,casual,summer,casual,red,blue
female,triangle,date,spring,chic,navy,beige
male,endomorph,formal,autumn,formal,grey,grey
female,rectangle,interview,rainy,formal,lightblue,black
female,inverted_triangle,interview,rainy,business,beige,grey
female,triangle,sports,summer,sporty,white,black
female,hourglass,travel,winter,bohemian,brown,khaki
male,ectomorph,party,rainy,vintage,white,grey
male,endomorph,travel,autumn,minimal,mustard,blue
female,hourglass,travel,winter,bohemian,white,cream
female,oval,formal,summer,formal,white,grey
male,ectomorph,casual,winter,bohemian,grey,beige
male,oval,formal,autumn,formal,white,navy
female,rectangle,party,spring,vintage,yellow,beige
female,triangle,interview,summer,formal,white,grey
female,apple,casual,spring,street,silver,black
male,mesomorph,party,spring,glam,black,black
male,mesomorph,party,spring,vintage,navy,grey
female,hourglass,sports,winter,sporty,black,grey
female,triangle,interview,spring,minimal,white,grey
male,endomorph,travel,summer,minimal,yellow,khaki
male,oval,sports,spring,sporty,teal,black
male,oval,party,spring,vintage,black,grey
male,ectomorph,sports,summer,sporty,navy,grey
male,oval,interview,spring,minimal,grey,black
female,rectangle,interview,summer,formal,white,navy
female,rectangle,sports,autumn,sporty,black,navy
male,ectomorph,interview,summer,business,cream,grey
female,pear,sports,summer,sporty,grey,grey
male,endomorph,party,autumn,street,maroon,blue
male,endomorph,sports,autumn,sporty,white,grey
male,trapezoid,travel,winter,bohemian,white,black
female,hourglass,interview,spring,minimal,white,navy
male,mesomorph,formal,summer,business,lightblue,black
female,pear,travel,rainy,casual,black,grey
male,trapezoid,date,spring,chic,charcoal,white
female,pear,formal,rainy,business,white,grey
female,hourglass,sports,spring,sporty,silver,grey
female,pear,date,summer,chic,navy,black
male,oval,party,spring,street,maroon,blue
female,oval,date,spring,casual,red,lightblue
female,inverted_triangle,party,winter,vintage,silver,white
female,hourglass,date,autumn,chic,cream,grey
female,oval,sports,summer,sporty,black,grey
female,oval,party,rainy,vintage,gold,beige
female,apple,sports,spring,sporty,red,black
male,ectomorph,travel,autumn,casual,cream,white
female,triangle,party,summer,vintage,purple,black
female,oval,party,summer,street,red,beige
male,mesomorph,travel,winter,minimal,navy,charcoal
male,trapezoid,casual,spring,casual,teal,black
female,rectangle,travel,rainy,bohemian,mustard,lightblue
female,apple,casual,summer,vintage,teal,cream
female,apple,sports,autumn,sporty,yellow,grey
male,endomorph,date,rainy,chic,white,black
male,mesomorph,casual,summer,bohemian,orange,khaki
female,hourglass,party,spring,chic,pink,beige
male,trapezoid,party,rainy,traditional,navy,blue
male,endomorph,travel,rainy,bohemian,maroon,grey
female,apple,interview,rainy,business,cream,grey
male,ectomorph,casual,rainy,bohemian,black,grey
male,ectomorph,date,winter,minimal,darkgreen,black
female,rectangle,formal,summer,traditional,lightblue,black
male,mesomorph,travel,summer,minimal,navy,grey
male,mesomorph,casual,summer,casual,grey,lightblue
female,oval,interview,spring,business,white,charcoal
male,trapezoid,travel,rainy,casual,black,blue
female,triangle,travel,summer,sporty,lavender,navy
male,endomorph,party,spring,street,maroon,grey
female,hourglass,party,spring,street,red,black
male,mesomorph,sports,autumn,sporty,yellow,navy
female,triangle,interview,rainy,minimal,navy,black
male,trapezoid,interview,autumn,formal,charcoal,charcoal
male,ectomorph,formal,winter,business,white,black
male,oval,interview,spring,formal,white,navy
female,pear,formal,rainy,traditional,white,charcoal
male,oval,casual,summer,casual,purple,lightblue
female,hourglass,travel,summer,sporty,purple,lightblue
male,trapezoid,formal,autumn,business,white,black
male,ectomorph,sports,autumn,sporty,silver,black
female,apple,party,winter,chic,gold,white
male,trapezoid,party,autumn,street,maroon,black
male,trapezoid,party,winter,glam,navy,blue
female,oval,casual,rainy,casual,charcoal,black
female,inverted_triangle,travel,rainy,bohemian,rust,blue
female,triangle,date,rainy,minimal,grey,charcoal
male,endomorph,party,rainy,glam,white,grey
female,apple,travel,winter,sporty,black,blue
male,ectomorph,interview,spring,formal,charcoal,charcoal
female,inverted_triangle,travel,rainy,casual,maroon,blue
female,rectangle,formal,summer,formal,charcoal,charcoal
female,rectangle,formal,summer,traditional,white,black
female,pear,sports,spring,sporty,yellow,black
female,oval,date,winter,chic,maroon,beige
male,endomorph,formal,autumn,business,lightblue,navy
male,ectomorph,sports,autumn,sporty,beige,black
female,rectangle,travel,winter,minimal,darkgreen,grey
male,mesomorph,party,spring,vintage,navy,black
female,inverted_triangle,date,rainy,chic,rust,blue
male,ectomorph,date,winter,minimal,navy,lightblue
male,mesomorph,formal,summer,business,charcoal,charcoal
male,endomorph,date,rainy,minimal,navy,charcoal
male,trapezoid,date,summer,casual,teal,lightblue
female,inverted_triangle,travel,rainy,minimal,charcoal,beige
male,mesomorph,sports,spring,sporty,silver,navy
male,oval,travel,summer,casual,silver,blue
female,hourglass,travel,summer,casual,silver,black
male,trapezoid,interview,spring,minimal,white,grey
male,oval,date,spring,vintage,yellow,khaki
male,trapezoid,interview,autumn,business,grey,grey
female,oval,travel,rainy,casual,navy,black
male,trapezoid,party,rainy,chic,black,blue
female,pear,interview,winter,minimal,lightblue,navy
male,mesomorph,sports,autumn,sporty,grey,black
male,ectomorph,interview,summer,minimal,navy,black
female,rectangle,travel,spring,bohemian,black,blue
female,apple,date,summer,romantic,beige,black
female,inverted_triangle,interview,rainy,minimal,cream,black
male,endomorph,party,spring,glam,white,black
male,oval,party,spring,street,maroon,blue
male,ectomorph,casual,autumn,vintage,grey,cream
female,oval,formal,rainy,formal,grey,grey
female,rectangle,formal,winter,business,white,black
male,ectomorph,party,spring,chic,navy,grey
male,mesomorph,date,summer,romantic,cream,grey
female,pear,date,spring,chic,peach,khaki
male,oval,sports,autumn,sporty,pink,navy
female,rectangle,formal,autumn,traditional,white,charcoal
female,hourglass,party,summer,street,red,beige
male,endomorph,date,summer,minimal,cream,lightblue
male,trapezoid,party,summer,traditional,white,grey
female,hourglass,casual,spring,bohemian,grey,black
female,rectangle,sports,spring,sporty,teal,grey
male,mesomorph,travel,autumn,sporty,navy,khaki
male,endomorph,travel,autumn,sporty,navy,khaki
female,rectangle,date,summer,casual,orange,navy
female,oval,travel,autumn,bohemian,charcoal,black
male,trapezoid,casual,rainy,casual,white,grey
male,trapezoid,travel,winter,bohemian,brown,khaki
female,inverted_triangle,party,winter,traditional,pink,white
male,oval,interview,spring,business,white,grey
male,trapezoid,date,autumn,casual,darkgreen,lightblue
female,pear,casual,spring,casual,lavender,grey
male,mesomorph,travel,spring,bohemian,peach,black
male,endomorph,casual,spring,bohemian,lightblue,navy
female,pear,casual,autumn,casual,grey,black
female,apple,formal,rainy,traditional,black,black
female,hourglass,date,winter,casual,cream,beige
female,hourglass,casual,summer,street,grey,black
female,rectangle,travel,spring,minimal,teal,khaki
male,endomorph,casual,rainy,minimal,navy,blue
male,trapezoid,party,summer,glam,white,blue
male,endomorph,sports,spring,sporty,black,black
male,mesomorph,travel,winter,sporty,rust,black
female,pear,sports,winter,sporty,pink,black
male,trapezoid,sports,autumn,sporty,gold,grey
male,ectomorph,party,winter,glam,navy,grey
female,apple,sports,rainy,sporty,navy,navy
female,hourglass,travel,rainy,minimal,maroon,grey
female,pear,travel,winter,sporty,grey,grey
female,hourglass,formal,spring,business,grey,grey
male,mesomorph,party,spring,street,navy,black
male,mesomorph,date,rainy,romantic,charcoal,cream
female,hourglass,date,rainy,romantic,cream,grey
female,apple,interview,summer,business,black,black
female,inverted_triangle,sports,summer,sporty,teal,navy
male,endomorph,travel,autumn,sporty,charcoal,blue
male,ectomorph,formal,autumn,business,white,charcoal
female,pear,interview,rainy,business,white,navy
female,rectangle,travel,summer,casual,teal,blue
female,hourglass,formal,summer,formal,white,grey
male,ectomorph,interview,summer,formal,white,grey
male,endomorph,casual,spring,bohemian,navy,grey
female,inverted_triangle,interview,autumn,minimal,beige,navy
female,oval,interview,spring,business,cream,navy
male,endomorph,interview,autumn,business,beige,black
male,endomorph,travel,winter,minimal,beige,navy
male,trapezoid,sports,autumn,sporty,pink,grey
female,apple,travel,summer,minimal,gold,white
female,inverted_triangle,interview,summer,formal,white,black
male,trapezoid,party,spring,traditional,white,blue
male,trapezoid,sports,autumn,sporty,gold,navy
male,endomorph,interview,spring,formal,white,grey
male,oval,date,winter,minimal,black,khaki
female,apple,casual,winter,casual,maroon,blue
male,trapezoid,casual,rainy,vintage,rust,black
male,trapezoid,interview,rainy,minimal,lightblue,black
female,triangle,interview,spring,minimal,white,navy
male,ectomorph,date,autumn,casual,charcoal,white
female,triangle,travel,autumn,minimal,cream,grey
male,trapezoid,casual,spring,casual,pink,cream
female,pear,date,winter,casual,black,beige
male,oval,travel,rainy,bohemian,darkgreen,black
female,apple,formal,winter,formal,charcoal,charcoal
male,mesomorph,travel,summer,sporty,grey,grey
female,rectangle,sports,summer,sporty,gold,navy
male,ectomorph,formal,spring,formal,beige,navy
male,oval,interview,summer,formal,grey,grey
female,oval,interview,spring,business,charcoal,charcoal
female,hourglass,sports,autumn,sporty,teal,navy
male,endomorph,date,autumn,vintage,charcoal,khaki
female,oval,date,summer,casual,teal,charcoal
male,endomorph,date,rainy,vintage,rust,beige
male,trapezoid,sports,spring,sporty,pink,black
male,oval,formal,winter,formal,lightblue,grey
male,oval,casual,winter,street,beige,black
female,inverted_triangle,casual,summer,vintage,beige,grey
female,apple,travel,rainy,casual,white,black
male,endomorph,casual,winter,minimal,black,black
male,oval,casual,summer,bohemian,grey,blue
male,oval,party,winter,glam,black,blue
male,ectomorph,party,rainy,street,navy,black
male,mesomorph,casual,rainy,street,brown,lightblue
male,oval,sports,rainy,sporty,charcoal,navy
female,rectangle,travel,summer,bohemian,gold,lightblue
male,oval,interview,rainy,minimal,white,black
female,inverted_triangle,sports,summer,sporty,pink,grey
female,triangle,formal,winter,formal,charcoal,charcoal
